Service Description,Service Classification
"Illiri is a technical service that connects two or more devices or platforms (mobile, web, radio, TV, etc.) together. The Illiri API allows developers to access and integrate the functionality of Illiri with other applications and to create new applications. Some example API methods include connecting devices, starting and managing sessions, and managing account information.",Internet of Things
"Minutely by Ourcast is a weather application. Minutely aims to provide weather information in real-time, minute by minute. Users can customize their Minutely app by locations and types of weather. The Minutely API allows developers to access and integrate the functionality of Minutely with other applications. Public documentation is not available; interested developers should contact info@ourcast.com for API access.",Weather
"Doorkeeper is an event promotion service that helps promoters build a network of participants called a community. Invites for future events can be sent instantly to everyone in a community, and upcoming events automatically appear on community members' calendars. Should a promoter decide to switch services, they can easily export community members' information and take it with them. When an event is created, Doorkeeper can share its information with other event listing sites. Instead of just getting a count of people who say they're coming, promoters can choose to charge in advance for events and then check participants in using a ticket scanning app. They can also send reminders to people who signed up for an event in advance to make sure they turn up. The Doorkeeper API allows users to retrieve all of the events listed on Doorkeeper or the events for a given community. The Doorkeeper website and API documentation are offered in both English and Japanese.",Events
"MiamiBeachAPI.com is a service of the Miami Beach Visitor and Convention Authority (VCA) that delivers information on Miami Beach businesses and events. The site is powered by a RESTful API, through which the VCA exposes this information. The free API requires no signup and supports browsing and searching of events and businesses by category. Responses are JSON formatted.",Events
"GigaTools allows artists, bands, labels, and agents to manage and promote future gigs online. Musicians can integrate their performance schedules with sites like Facebook, Twitter, Soundcloud, and Mixcloud as well as their own blogs or websites. Labels and agents can use GigaTools to manage all of their artists' schedules from one place, keeping information up-to-date across all personal sites and social networks. The GigaTools API allows users to retrieve data on upcoming gigs from the GigaTools website. Users can search for gigs by location, venue, date range, or the artist's Soundcloud or Twitter ID.",Events
"Nimbus Phantom is a service that simplifies the management of on-demand resources across multiple infrastructure clouds. Phantom monitors available resources and automatically provisions and configures new ones as needed to counteract failures and cater to increased demand. It can be used to supplement local resources with cloud resources or to deploy virtual machines across multiple clouds. Nimbus Phantom is currently being used with Openstack, AWS EC2, and Nimbus clouds, but it is capable of working with any infrastructure cloud supported by Apache Libcloud. Phantom's functions can be accessed programmatically using REST calls issued in JSON.",Backend
"Algorithms.io is a cloud service using machine learning algorithms to deliver predictive analytics to businesses of all sizes. Customers simply upload data, select and run an algorithm, and receive a JSON formatted response. Algorithms.io exposes this workflow through a REST API that allows developers to embed algorithms into their applications. The API supports HTTP GET/POST/DELETE calls allowing applications to manage datasets, jobs, and account balances.",Backend
"Tiramazoo.com is a German product delivery service built for ecommerce. Tiramazoo.com offers both direct integration through a plugin and a REST API. The API is capable of creating or cancelling orders, and delivering service area information. The API communicates over SSL, authenticates with an API token, and returns JSON formatted data.",Shipping
"evvnt is an online event marketing service that broadcasts and publishes events to multiple event listing sites including Facebook, TimeOut, and Eventbrite. evvnt allows you to save time and reach thousands of unique event consumers locally, regionally and nationally. evvnt offers 2 RESTful APIs. The read API allows you to pull events from evvnt for publication on your own site. The write API can be used in conjunction with the read API to submit events to evvnt. Both use JSON over HTTPS and require an API key.",Events
"Built to support the modern application development lifecycle, Runscope is a suite of developer tools allowing users to debug, test and share HTTP or REST API calls. The Runscope API provides developers with programmatic access to data in their Runscope accounts. The API accepts requests sent over HTTPS, returns JSON formatted data, and supports OAuth2 authentication.",Backend
"InsynQ provides businesses with cloud-based hosting for their apps. It was one of the first cloud computing companies formed and currently hosts more than 300 applications. One of InsynQ's services is SSIT (Self Serve IT), which manages account information about users, applications, billing, and subscriptions. SSIT is remotely accessible via API, but the details on this API are not currently public.",Backend
"The Royal Mail Price API allows users to make REST calls that specify an item, the weight of the item and the type of service, and receive the postage cost as a response formatted in JSON. No account is required with service and the service is available for free for commercial and non-commercial use.",Shipping
"Sense Tecnic is a software company that develops technologies for the Internet of Things (IoT). WoTkit is Sense Tecnic's web centric sensing platform that makes it easy to connect real-world objects to the Internet. The system serves as a sensor data aggregator, remote control, dashboard and data processing tool. Sense Tecnic provides a RESTful API for WoTkit that allows developers to connect to and use real world sensor data in their own applications. Example API methods include sensors, sensor subscriptions, sensor fields, and sensor data. The API uses both Keys with basic authentication and Applications with OAuth2 authorization to control access to user's sensors and their data.",Internet of Things
"The Health Insurance Marketplace at HeathCare.gov provides information on health care and health insurance options in the United States. Starting October 1, 2013, users will be able to fill out applications and view a custom list of health care plan options. From there, users will be able to compare plans and select the best one for them. Meanwhile, there is still plenty of healthcare and insurance information available. All of the Health Insurance Marketplace's educational content is available programmatically via API so that developers can use it to create new products and services. The API uses REST calls issued in JSON and JSONP.",Medical
"Dataplug is a cloud shipping system built to allow users to manage all their transport carriers in a single place. The Dataplug API provides a RESTful interface for automating transactions. Specifically, the API can generate orders, retrieve order information, and track orders. Data is sent and received in XML format.",Shipping
"The TrainingFinder Real-time Affiliate Integrated Network (TRAIN) is a free service for public health professionals provided by the Public Health Foundation (PHF). TRAIN website users can find and register for courses, earn continuing education units (CEUs), track their online learning with personal transcripts, discuss and review courses, and get notifications on the latest training available for a specified location or area of expertise. The TRAIN system can be integrated with external learning management systems (LMSs) using SOAP-based APIs.",Medical
"OpenLabels is a free database of labels that app-makers can use instead of coding the same labels over and over. Examples of labels in the database include firstname, lastname, address, email address, user name, password, invalid password, etc. OpenLabels' database contents can be queried, updated, and downloaded using REST calls issued in HTML, XML, or JSON format.",Backend
"Cigna is a health services company that provides integrated health care and related plans as an insurance provider. The Cigna Health API allows the user to access real-time health data. The service allows users to access health data to better serve customers, create applications with personalized data, share test applications, and deploy applications to production. The API uses REST calls and returns XML or JSON.",Medical
"MagnusHealth provides a web-based student medical record management service that aims to provide schools with the capability to reduce liability, save time and money, remain current on regulatory standards, and improve emergency preparedness. The MagnusHealth API provides methods to create new users, secure access tokens, get membership statuses, and other methods. An account is required with service.",Medical
"Pixate is an application building platform. Pixate allows developers to create, build, and manage applications for mobile, web, and desktop. The Pixate API allows developers to access and integrate the functionality of Pixate with other applications and to create new applications. Some example API methods include creating features for applications, styling applications, and managing applications.",Backend
"Webinos is a service funded by the European Union (EU) to build and deliver web, mobile, TV, car, and cross-platform applications. Webinos offers tools and features for developers to build and manage applications. The Webinos API allows developers to access and integrate the functionality of Webinos with other applications and to create new applications. Some example API methods include authenticating applications, adding features to applications, and managing applications.",Backend
UpCloud is a european based Infrastructure-as-a-service company that provides server deployment and bills based on hours of use. The UpCloud API enables users to perform server resource management programmatically communicating with the UpCloud Control Panel or through a mobile application. The API allows users to automate server resource management. An account is required with service and detailed API documentation is available with login to the user control panel or through a site search.,Backend
"Medical Bridge Network (yi-qiao) is an interactive communication and information platform designed to help medical professionals share and discuss scientific information and new medical techniques. Medical Bridge Network provides users with the opportunity to participate in academic exchanges such as real-time meetings and case discussions online. It also offers information resources like treatment guidelines, prescription information, and instructive videos. The Message API allows users to interact programmatically with the Medical Bridge Network website's messaging service. The website is provided solely in Chinese, while the API documentation is given partially in English.",Medical
"Open mHealth is an open architecture software service that enables sharing of mobile health data from various and multiple data sources. The Open mHealth API allows developers to access and integrate the data and functionality of Open mHealth with other applications and to create new applications. Some example API methods include retrieving data from specified streams, posting data, and searching data.",Medical
"Universal Traffic Service Carrier provides supply chain management services associated with delivering freight, parcels, and the like. Their Rate Service API allows users to estimate the shipping rates for goods based on their weight, size, and stackability. It also accounts for the origin and destination points of shipments and whether they contain hazardous materials. This service is available using SOAP calls issued in XML format.",Shipping
OOcharts is a service that allows developers to retrieve Google Analytics data in a simple way. The service queues requests that would normally exceed the Google Analytics API limits to ensure that data is delivered fast and reliably. Use the OOcharts API to fetch data for a given Google Analytics profile. Authentication is via API key. API Keys can give access to one or more Google Profiles. Data can be returned in both JSON and JSONP format.,Analytics
"The Surveillance, Epidemiology and End Results (SEER) Program, a service of the National Cancer Institute, is a cancer statistics resource. Collected data includes information on the incidence, prevalence and survival from specific geographic areas within the U.S., as well as cancer mortality for the entire country. The SEER API is a RESTful service supporting various program datasets and algorithms, and is available to developers who wish to incorporate SEER resources into their own systems. Exposed resources include Collaborative Staging, the Hematopoietic and Lymphoid Neoplasm Database, NAACCR documentation, the Antineoplastic Drugs Database, and incidence site recode variables. The API returns JSON formatted responses, communicates over HTTPS, and requires a free account and API key.",Medical
"How are you? is a free service for NHS patients and healthcare professionals that provides a convenient way to host patient health records online. Patients can control the contents of these records as well as how much of that content is shared and with whom. How are you? also provides users with information about medical conditions in plain English with direct links to external reference sources. The How are you? API uses REST calls to enable users to retrieve, edit, and delete information on the medical conditions, medications, and allergies in a patient's record. The API also lets users add and retrieve measurements taken over time such as blood pressure, blood glucose level, caloric intake, height, weight, and physical exercise.",Medical
"Orchestrate.io is a service that allows users to add features to applications without having to use databases. Orchestrate.io allows people to add features like location services, activity feeds, and recommendations to applications. The Orchestrate.io API allows developers to access and integrate features from Orchestrate.io with other applications and to create new applications. Public documentation is not available; interested developers should email hello@orchestrate.io for more information.",Backend
"Ember is a platform that allows users to build and manage web applications. Ember is open source and free to use. The Ember API allows developers to access and integrate the functionality of Ember with other applications and to create new applications. Some example API methods include managing account information, retrieving information, and managing applications.",Backend
"AnyPresence is a backend-as-a-service (BAAS) to create, develop, and manage mobile applications. AnyPresence allows developers to create applications and add and manage application features. The AnyPresence API allows developers to access and integrate the functionality of AnyPresence with other applications and to create new applications. Public documentation is not available; interested developers should email info@anypresence.com for more information.",Backend
EasyCron is a tool for scheduling calls to specified URLs by time or time interval. Registered users can manage jobs and set them according to their own timezone. Premium users can also receive email notifications about a job's execution and view execution logs for each job. The EasyCron API allows users to manage their jobs without having to log in to the EasyCron website. The API takes RESTful calls and responds in JSON format.,Backend
"Xively is a Platform as a Service (PaaS) for the Internet of Things, which refers to the virtual representations of real-world objects and the connections between them. The platform is designed to make it easier to connect devices, data, people, and places. To this end, it provides messaging, data archiving, provisioning, and directory services. These functions are all accessible programmatically through the Xively API.",Backend
"Validic helps healthcare businesses connect with dozens of mobile health applicationsapps such as Fitbit, RunKeeper, MapMyRide, and iHealthand offer them to their users. When end-users enter data into an app, that data gets sent to the healthcare business's system. This allows the business to collect useful information from their customers and improve their healthcare services without incurring the cost of developing and maintaining their own system of app connections. Integration with Validic is accomplished using its RESTful API.",Medical
"Zubhium is an application management platform, supporting Android beta distribution, reporting and support, user management, analytics, and more. The Zubhium API provides a developer interface for uploading Android .apk files. The API supports simple HTTP POST calls and requires an API Key.",Backend
"The Arizona National Livestock Show (ANLS) website provides information about the show and its events to the general public. The ANLS seeks to preserve western heritage while promoting livestock and agricultural practices. Users can retrieve information on ANLS events, history, and sponsors programmatically via SOAP API.",Events
"SciBite is a drug discovery search engine that continuously scans the internet for new drug-related information. It helps users find new drugs and drug data by tracking the latest news, clinical trials, grants, and blogs relating to pharmaceutical and biotechnology developments. The SciBite API provides programmatic access to its drug discovery data so that other entities can make use of it, and so that informaticians can find new connections within the data.",Medical
"Backendless is a cloud backend platform that enables developers to create apps without server coding by utilizing programmable services which supply standard server functions. The following supported features are user management, relational data, push notifications, publish/subscribe messaging, geolocation, video/audio recording and live streaming on the server, file service. The functions and services are available through the API. Company published SDKs for all popular environments: iOS, Android, JavaScript, ActionScript, Windows Phone and REST. Some API features are app versioning support, video recording and live streaming on the server, filtering for publish/subscribe messages, hosting of websites and apps, flex/air clients support.",Backend
"ticcats is a German-language website for finding events and tickets in Europe, with a focus on Germany, Austria, Switzerland, France, and the UK. It has one of the biggest event databases in Europe, which has been made accessible via API to allow other developers to use it in their applications. Those with existing event databases can use ticcats to supplement them with additional ticket price comparison data. The ticcats API is accessible via REST calls issued in JSON format.",Events
"THIL is a hosted intelligence layer that hosts scripts offline until they are scheduled to be used. When the scripts are called, THIL runs them and puts them away again. Rather than paying to keep a dedicated server running at all times, users can just pay for the milliseconds during which their scripts are actually running. THIL is available at all times and can be accessed programmatically via REST API.",Backend
"Appery.io is a mobile application building and management platform. Users can use Appery.io to build, manage, and cloud host their mobile applications. The Appery.io API allows developers to access and integrate the functionality of Appery.io to build and create applications. Some example API methods include building applications, pushing data, and managing account information.",Backend
ShoutEm provides mobile app development software. The ShoutEm API provides a RESTful interface for developers to interact with content stored on ShoutEm. API responses are JSON formatted.,Backend
Tito is an event ticket sales management applications. Event planners and managers can use Tito to manage ticket sales for their events. The Tito API allows developers to access and integrate the functionality of Tito with other applications. Public documentation is not available; interested developers should contact support@tito.io for more information.,Events
"Open New York collects and exposes local, state, and federal data. The site hosts a catalogue of datasets organized by location or subject area. The Open New York Farmers Markets in New York State API exposes information on community farmers markets. Data types include time, location, and market manager name and phone number. The API is accessed through HTTPS. Responses may be JSON, XML, or CSV formatted.",Events
Bypass is a commerce service and solution for sports and event venues. Bypass offers commerce solutions for concessionaries and merchants that work in sports and event venues. The Bypass API allows developers to access and integrate the functionality of Bypass with other applications. Public documentation is not available; interested developers should email info@bypassmobile.com for more information.,Events
"Backlift is a service that helps people create, build, and manage websites and web applications. Backlift serves as the backend and management system for web applications. The Backlift API allows developers to access and integrate the functionality of Backlift with other applications and create new applications. Some example API methods include retrieving data, sending data, and managing account information.",Backend
"SharedCount is a tool providing social URL analytics. Users simply enter a URL to track shares, likes, tweets, and more, over a variety of common social services. The SharedCount API provides developer access to SharedCount statistics through simple HTTP calls using JSON format. JSONP callbacks are supported.",Analytics
"IXAPI is an application creation, building, and management service. IXAPI helps users to create applications and RESTful APIs for their applications. IXAPI also offers it's own API for developers to access and integrate within other applications. Public documentation is not available; interested developers should email contact@ixapi.com for more information.",Backend
"Enginio is a backend-as-a-service solution that simplifies backend development for connected and data-driven applications. Enginio manages application data as objects which are stored with additional information, including a unique ID, assorted properties, and an object type. Objects are also grouped in collections and can be linked together via object references. Developers can use the Enginio API to create, read, update, and delete objects.",Backend
"Chef Server is an open-source system integration framework built specifically for automating the cloud. It is used for configuration management, cloud management, and continuous delivery. Chef enables users to model infrastructure as code so that they can easily and consistently configure and deploy infrastructure across any platform. Over 800 reusable cookbooks are provided for automating infrastructure. The Chef Server API is used to provide access to objects on the Chef Server, including nodes, environments, roles, and cookbooks. It is also used to manage an API client list and the associated RSA public key-pairs.",Backend
"Enstratius provides a suite of tools to help enterprises manage their cloud infrastructure. It supports the provisioning, management, and automation of applications in all leading public and private clouds. Enstratius is available as either software-as-a-service or on-premises software. Enstratius' RESTful API enables customers to make authenticated calls against Enstratius from existing applications or third-party tools.",Backend
"Planspot is an event management and organizing applications. Planspot offers multiple features for event planning, management, and promotion, such as ticket sales, marketing tools, and campaign reporting. The Planspot API allows developers to access and integrate the functionality of Planspot with other applications. Some example API methods include managing account information, retrieving ticket information, and retrieving contact information.",Events
"Weather Source is a service that provides weather data. Weather Source provides weather data for clients in multiple industries for multiple purposes. Weather Source provides historical weather data and reports, weather forecast data, and astronomical reports. The Weather Source API allows developers to access and integrate the functionality of Weather Source with other applications and to create new applications. Some example API methods include managing account information, retrieving weather history data, and retrieving astronomical data.",Weather
"Rollbar is an error tracking service for websites and applications built on Ruby, Phython, PHP, Node.js, Javascript, and/or Flash. Rollbar provides users with real-time error tracking and error reporting. The Rollbar API allows developers to access and integrate the functionality of Rollbar with other applications. Some example API methods include retrieving errors, retrieving reports, and managing account information.",Analytics
"Corona Cloud by Corona Labs is a backend-as-a-service (BAAS) provider for applications. Corona Cloud enables users and developers to use Corona Cloud to create, build, and manage applications. The Corona Cloud API allows developers to access and integrate the functionality of Corona Cloud with other applications and to create new applications. Some example API methods include user authentication, retrieving user information, managing account information, and managing push notifications.",Backend
"The City of Tempe, located in Arizona, provides site visitors with a Local Weather service. The station that gathers the data is located at the west end of Tempe Town Lake, and the weather data is updated every ten minutes. This information can be viewed directly through the website or retrieved programmatically using the Local Weather SOAP API.",Weather
"Stream SDK offers developers a backend-as-a-service platform for their mobile applications. Developers can use mobile and web APIs to store basic data types, files, categories, send push notifications, and query data. An interface is designed for developer to manage all objects. Developers can use the data browser to view data and upload large amounts of data that will later be consumed in a mobile app, download recent data to run their own custom analytics.",Backend
"24 Pull Requests is an annual initiative that encourages developers around the world to send pull requests to open source projects every day of December up to Christmas. Participants can log in with their GitHub accounts, and 24 Pull Requests will then track and highlight all of the participants' pull requests and suggest projects to work on. The site's JSON API allows users to retrieve information on suggested projects, pull requests issued, and site users.",Events
Trigger.io is a cross-platform app development service. Companies and developers can use Trigger.io to create and manage cross-platform for iOS and Android applications from a HTML5 codebase. The Trigger.io standalone build API allows developers to programmatically convert HTML5 into built and packaged iOS and Android apps.,Backend
"AppGlu is a platform to build, manage, and launch mobile applications. Companies can use AppGlu to create and manage their mobile applications. The AppGlu API and SDK allow developers to access and integrate the functionality of AppGlu with applications and to create new applications. Public documentation is not available; interested developers should sign up here: http://appglu.com/more.",Backend
Carriots is a platform that helps people build applications for the internet. Users can connect objects and data to Carriots and start building applications with them by creating triggers and scripting rules. The Carriots External API allows client applications to communicate with the Carriots platform easily via REST calls.,Backend
"Lost Springs Ranch is located in the Texas Hill Country west of Austin. They provide a safe habitat for local wildlife and propagate native plants, especially those endemic to Central Texas. The Lost Springs website primarily contains photos and information about the native plants; however, it also provides a local weather information service. This can be viewed directly through the site, or users may employ a SOAP-based API to retrieve weather information as either text or an image.",Weather
"The service provides information about prescription medication suitable for pediatric patients based on diagnosis, age, body size, and other relevant conditions. Its knowledge base covers a full range of illnesses and prescription medicines used to treat them, including rounding of dosages and adjustment of formulations appropriate for small children. API methods support search across the knowledge base by illness or health condition, medication, and patient characterstics. Methods return a ranked list of recommended formulations and doses for matching medications, with allowance for patient age and body weight. These recommendations are scored. Rankings reflect recommendation scores determined by the medication matching algorithm.",Medical
RushWeb is a national clearinghouse for the courier and transportation industries that is designed to help people find courier services that meet their needs. Shipping and courier companies can register with RushWeb to have their services included in customers' searches. RushWeb provides a SOAP-based API through which persons from a registered company can manage orders that people have submitted through RushWeb.,Shipping
"biNu is a mobile application development platform. Developers can use biNu to build and manage mobile applications and use biNu as a backend service for their mobile applications. The biNu API allows developers to access and integrate the functionality of biNu to create new applications and with other applications. Some example API methods include testing applications, publishing applications, and managing applications.",Backend
"EasyPost is a postage and shipping service for applications. The EasyPost API allows developers to access and integrate the functionality of EasyPost with other applications and to create new applications. Some example API methods include retrieving shipping rates for UPS, USPS, FedEx, DHL, and others, comparing rates, tracking packages, and buying postage.",Shipping
"Jedcart provides freight management solutions to market places, online retailers, and consumers. The Jedcart Freight Gateway API helps streamline freight management for buyers and sellers. The API includes a freight cost quotation service, a booking service, and a tracking service. These services are accomplished through GET calls.",Shipping
"Kickfolio is a service that helps developers build, test, market, and sell applications. The Kickfolio API allows developers to build and manage their mobile, tablet, and web applications. Developers can manage and version their applications and upload new versions as they go.",Backend
"The service provides listings for a subset of drugs available to be prescribed in the United States from the larger list of all prescription medications maintained by the provider's [[/api/rxnorm RxNorm service]]. Prescribable listings also include selected popular over-the-counter (OTC) medications that doctors frequently prescribe. The listing omits drugs available only in countries other than the U.S. and those usable only for veterinary purposes. API methods support retrieval of an updated list of drugs with correct names, ingredients, and system identifiers. Methods also support access to descriptive information, such as NDC and UNII codes, relationships to other drugs on the list, and rankings by prescription frequency.",Medical
"Mondial Relay (trans. Global Relay) is a shipping company that delivers parcels to individuals. They have over 6000 Relay Points in four countries and, thanks to their partnership with Hermes Logistik, more than 22,000 Relay Points throughout Europe. Package recipients can select the Relay Point closest to their home or workplace and receive notification via email or SMS when their shipment arrives. Meanwhile, customers can follow the progress of a parcel in real time from the Mondial Relay website. Mondial Relay's API lets users access site functions programmatically. They can create shipping labels, search for Relay Points, create expedited shipments, and more. This API relies on SOAP calls issued in XML format. The Mondial Relay website is only provided in French. However, the company also has a website for Spain that is given in Spanish and a website for Belgium that is given in French and Dutch.",Shipping
"ServiceU is web-based software designed help churches, schools, and non-profit organizations manage their online processes related to events and donations. It offers online event registration and ticketing services and can also accept donations made through a website or mobile device. ServiceU provides REST APIs that allow users to access their data for use in calendars, web pages, and mobile apps. ServiceU also provides a SOAP API for customizing its EventU Public Calendar.",Events
"TNT is an Italian shipping service that provides its clients with custom shipping solutions. They offer order consolidation services, deposits for delayed delivery, after-sales services, and much more. myTNT is an online solution for managing TNT shipments and accessing TNT information and services. Users can create transport documents, verify and track shipments, request pick-ups, and manage administrative files. myTNT's functions can be accessed through the web interface or by using SOAP-based calls issued in XML.",Shipping
The service provides access to a database developed by Stanford's HIVdb project to detail resistance of human immunodeficiency virus to established drug treatment regimens. Data provide scores according to the Stanford HIV Drug Resistance Algorithm for 17 protease and RT inhibitor compounds approved by the U.S. Food and Drug Administration (FDA) as treatments for HIV. Data also provide comments to guide evaluations and applications to form judgments of likely levels of drug resistance. API methods support submission of nucleic acid sequences to retrieve algorithmic scores predicting resistance of the described virus strain to known HIV treatment drugs. An XSL transform template is available to render the XML web service results as human-readable HTML.,Medical
"The Walgreens Pharmacy Prescription API allows users of third-party mobile applications to quickly order refills of prescriptions originally filled at one of the 8,000+ Walgreens pharmacies. Mobile app users can order refills in seconds, as well as select the option to opt-in to receive a text alert when their prescription order is ready for pick up. The health care focused Pharmacy Prescription API is designed to increase prescription compliance and aid in personal health management through automated refill alerts and a streamlining of the refill process. By offering easy prescription refills through this health management API, Walgreens hopes to further increase health care adherence by reaching a wider audience through third party health care apps.",Medical
"OpenKit is a backend-as-a-service (BaaS) for game developers. Developers can build and manager their game applications with OpenKit. OpenKit offers features such as cloud syncing, social media authorization, and cross-platform support. The OpenKit API allows developers to access all of their game application data.",Backend
"Assay Depot is the world's largest online marketplace for pharmaceutical research services. Researchers from around the world use the public research exchange to find, compare, and purchase research services and to request information from thousands of global vendors. The Assay Depot API gives read-only access to information on vendors and services. This API uses RESTful calls issued in JSON format.",Medical
"The HealthData.gov API is used to provide software developers with programmatic access to the contents of the data catalog. The API can be used to find recently added datasets on all types of health statistics, to search the catalog, to download the contents of the catalog for analysis, or to build a new data catalog tool",Medical
"Ticketscript is a free event ticketing software tool. Developers can use Ticketscript to integrate their website and Facebook page to Ticketscript's platform. From the platform, developers can mange all ticket selling aspects of their event by utilizing sales information, demographic information, and other information recorded by the Ticketscript software.",Events
"The Eligible Health Insurance API is a service that lets users lookup information on over 700 insurance companies. Information available includes patients active versus inactive status, coinsurance, copayment, deductible, health spending balance and specialty specific information such as MRI and diagnostic labs. The API uses RESTful calls and responses are formatted in JSON.",Medical
"Sigimera is a crises information platform that combines reports from official sources with on-the-ground information in order to support people in and around natural disasters. Sigimera can be used to host multimedia data such as images or videos of the scene after a natural disaster, or the statuses of useful locations (e.g. whether a hospital or airport is intact or over-crowded). Sigimera also provides a list of missing persons and their current statuses (missing/found/dead). The Sigimera API allows users to integrate information from Sigimera into other applications. RESTful calls can be used to retrieve crises, images, missing persons, and locations in a variety of data formats.",Weather
"Mminternational is a weather measurement network from MeteoGroup, a German weather services company. Meteomedia is a division of mminternational providing weather products and services for the media and public. The meteomedia Weather Development Kit is an API providing programmatic access to data from the mminternational database. Accessible services include worldwide weather data, measurements and forecasts, and more.",Weather
"The service verifies street and delivery addresses as submitted and corrects them to standard format used by shipping services. Addresses as entered are compared against updated reference data to confirm that the delivery location actually exists, and format correction helps to expedite shipments by maintaining compliance with package handling systems. Available supplemental content includes geodata or demographic information for the specified location. API methods support interactive verification of a delivery address specified in the request and return confirmation that it exists and its correct format, including basic geocoding information. Batch verification methods provide the same functions, plus checks against records of deceased persons and change-of-address filings along with consumer classification information.",Shipping
"The service integrates with e-commerce and other retailing applications to manage fulfillment and shipping, especially for international transactions. It calculates taxes and shipping rates in effect for cross-border sales and helps to manage delivery options and selection. API methods support interaction with HS-rated product catalogs to define tax rates in effect for the selling and delivery jurisdictions. Methods also give access to shipping options available between sending and delivery locations with rate information and finalization of shipments. The API also provides for tracking international shipments and authorization of returns.",Shipping
"The service provides fulfillment and delivery of orders for information and file-based products sold via e-commerce or other digital retailing operations. It stores the content files that make up the digital product and generates a customized CD-ROM to be shipped in completion of the seller's order. Fulfillment services can complete sales for music CDs, photo or media products, software, and games. API methods support management of digital product files stored by the system and submission of completed order information specifying product purchased, with ability to customize files included, and customer including delivery address. Methods generate production of a custom CD with required disc artwork and packaging via print-on-demand, followed by shipping to the purchaser. The API also gives summary information about products generated as well as individual orders, including current fulfillment status, history, shipping and re-shipping data.",Shipping
"The service allows applications to integrate the provider's E-Ship Web Services to estimate delivery cost and time and to complete shipping documentation. It implements rules and restrictions governing package shipping to allow an e-commerce site or retailer to quote delivery terms and arrange customer shipping upon completion of a purchase. API methods support submission of a shipping location and delivery address, along with package contents and other details, to generate an estimate of delivery time and cost. Methods then allow booking of the shipment, completion of shipping documents, and scheduling of pickup. The API also supports tracking of packages en route and processing of returned merchandise.",Shipping
HealthMash is WebLib's health and medical knowledge base and semantic search engine. HealthMash uses natural language processing and semantic technology tools to find the most relevant results. The API provides programmatic access to the service's functionality for use in third party websites and applications. It uses RESTful calls and responses are formatted in XML.,Medical
"Surescripts supports a comprehensive ecosystem of health care organizations with a national e-prescription network connecting prescribers and pharmacies. The Million Hearts developer challenge, sponsored by Million Hearts and the Office of the National Coordinator for Health IT, is an outreach initiative and developer challenge to improve awareness of cardiovascular disease and promote cardiovascular screening. The Superscripts Million Hearts Risk Check Locator Service API provides developer access to the Surescripts location based search for affiliated search providers offering screenings.",Medical
"GoSquared provides websites with real time analytics through a customizable dashboard. GoSquared's RESTful API enables developers to build applications and projects on top of the GoSquared platform. Some of the functionality exposed includes the ability to aggregrate stats, track campaign performance, measure user engagement, view notifications and more.",Analytics
"The RestFul Web Services Weather Forecast API provides the weather forecast for a given location, specified by name. This service can be accessed using either REST or SOAP calls in XML format. Both types of calls are aimed at WSDL endpoints.",Weather
The Healthcare Common Procedure Coding System (HCPCS) is a set of health care procedure codes based on the American Medical Association's Current Procedural Terminology. The RestFul Web Services HCPCS API allows users to look up these codes and their meanings using either REST or SOAP calls.,Medical
"The service provides download access to data from the Space Environment Monitory (SEM) service from the National Geophysical Data Center (NGDC) of the U.S. National Atmospheric and Oceanic Administration (NOAA). Available data include lists of locations monitored by the service, metadata about the locations, and actual satellite monitoring data. Applications can import SEM data for further analysis and processing. API methods support retrieval of descriptions of the data structure provided by SEM, including field names, descriptions, data formats, minimum and maximum values, etc. Methods also support retrieval of the monitoring data itself, giving the specific satellite and time-stamped sensor readings. The API gives access to specifications for the locations monitored, as well.",Weather
"The service provides access to data for high-frequency radar (HFRADAR) vectors to be incorporated with mapping applications based on the Google Maps API. Data come from buoy sensors maintained by the U.S. National Oceanic and Atmospheric Administration (NOAA). The service provides access to input from this network, formatted to display on Google Maps. API methods support specification of location and time frame, along with many other variables relevant to displaying the data as map images. Specifications provide control of image zoom, opacity, and color scale, for example. Resulting images show conditions detected by weather radar at a wide range of resolutions for coastal locations monitored by NOAA.",Weather
