Service Description,Service Classification
"Map My Tracks is the easy way to accurately track and share your sporting activities or sports events live. In real-time, friends, spectators, coaches or sponsors can follow the action as it happens. Map My Tracks turns your mobile phone into your personal real-time GPS tracking device. Using a mobile phone with built-in GPS or an external GPS receiver you can map and track your location in real-time. Map My Tracks brings a new insight into your sporting activity, provides a competitive edge and makes training fun. Map My Tracks let your friends, competitors or parents know where you are right now. Map My Tracks provides a simple interface that allows developpers to access and update their activity data. You can use this API to make your own widgets or applications that seamlessly integrate Map My Tracks with other services.",Sports
"Information on all forms of public transport in London, routes, maps, journey planner and online tickets sales. Includes guide to what to see and do and visit. The 'Tube this weekend' feed contains information on planned line and station closures for the coming weekend. This allows people to plan their journeys and avoid disruption. Our 'station location' feed is a Geo-coded KML feed of most London Underground, DLR and London Overground stations. The findaride KML feed contains details of licensed London minicab and other private hire operators. It is based on the same database as the award-winning 'Cabwise' service.",Transportation
"Hotwire is a discount travel site. Hotwire helps major travel providers fill airline seats, hotel rooms, and rental cars that would otherwise go unsold. Hotwire's APIs provide access to specified Hotwire.com data and services, and can be used as building blocks to develop a variety of applications of interest to travel shoppers and travel planners. You may choose to leverage Hotwire's Open APIs in any type of application you wish, within the conditions described in Hotwire's API Terms of Use. Possibilities include applications that run on web sites, mobile devices, or even desktops. The Hotel Deals API delivers data describing hotel Deals discovered on Hotwire.com in the past 24 hours. A deal is a Hotwire search result whose value is attractive relative to other results. The concept of value includes not only absolute price, but also star rating and the relative popularity of the location and of the travel dates. Tripstarter is a Hotwire feature designed to help travelers find the best time of year to travel to a particular destination. The feature offers a view of price trends for for airfares between your home city and your destination of interest, as well as historical weather data and price trends for hotels at the destination. Each record in the data returned indicates an average price (historical hotel rates or air fares) over a historical seven day period. Trends are revealed by examining price data over a period of time, or by examining year-over-year price changes.",Travel
"The IPInfoDB E-Commerce Fraud Detection API compares shipping/billing information with IP geolocation data for all countries. For USA and Canada, the API also confirms area code and postal/zip code information. It is very flexible, and parameter weights can be set manually. For example, specify whether, if the IP is in the Spamhaus blacklist, the weight of importance of this factor should remain at #2, or specify whether to keep as #1 importance that the email address provider is a free email service.",Security
"This API provides access to the Cyc Knowledge Base. OpenCyc is the open source version of the Cyc technology, a general knowledgebase and commonsense reasoning engine. OpenCyc includes the Cyc ontology, which contains hundreds of thousands of terms, plus millions of assertions relating the terms to each other, forming an upper ontology whose domain is all of human consensus reality. Using the API, a programmer can build an OpenCyc app with very little familiarity with CycL or with the OpenCyc KB. You might use the API to create apps that access the knowledge base for browsing, editing, or inference.",Reference
"The Sprint Developer Sandbox provides developers with free access to core enabling capabilities such as Messaging. Using the Sprint Messaging API developers can send SMS or MMS messages to CDMA handsets. Sprint also provides developers with resources such as Developer Tools, Web casts, and Newsletters. The framework provides access to geofencing, presence and location functions. Presence is a service to determine if a device is present on the Sprint cdma network. Location determines the location of a Sprint CDMA Device that is opted in to a developer's account.",Telephony
"Using Boxee, and a laptop or connected to an HDTV, Boxee provides a place to enjoy movies, TV shows, music and photos, as well as streaming content from services like Netflix, MTV, Pandora and flickr. Boxee also supports social networking features, allowing users to share what they are streaming through Boxeee. The Boxee API enables developers to build their own applications on top of the Boxee platform. Example of Boxee Applications include: Pandora, Netflix, CNN, and BBC iPlayer.",Video
Flightwise's Flight Data API and PlaneXML allow developers to pull near real-time flight tracking data for flights in the US and surrounding areas. Also provides access to flight data on 141 million flights dating back to November of 2001.,Travel
"Globe Labs focuses on including its different partners across future telecommunications or complimenting technologies to identify and develop applications across fixed and wireless networks. Globe Labs' network technologies allow you to develop your own innovative applications, solutions and services. Using the API, you can integrate messaging or location-based services into your application.",Telephony
Sherpa provides open-access institutional research repositories for universities. The Sherpa Romeo API provides access to publishers' copyright and archiving policies. This service is maintained with support from JISC and the Wellcome Trust.,Reference
"Apideo is an API you can use to put video into your website. Apideo is about live streams, like video chats. Apideo brings users together so they can interact on the same web page.",Video
"Wordsfinder Search Traffic Estimator returns traffic estimations for a give keywords or phase. The tool offers monthly regional search volumes by market for Google, Yahoo, MSN and Ask.",Search
"Via a simple web service call, Voice Call connects any two phone numbers from the fixed and mobile communications network. Non-binding, simple and fast. No contract commitment, monthly charges and minimum revenue. Using the Telekom Voice Call API, CMS and ERP systems, desktop software and various applications can all be enhanced with telephony functions on a cross-platform basis. Use cases such as callback buttons or inbound/outbound calls directly from within the CRM system can be implemented just as quickly as the automation of systems via Voice, e.g., in order to reset passwords.",Telephony
"With Nimbb, visitors can record videos using their webcam. They can then play videos in a light-weight Flash player with streaming technology.",Video
"This API allows you access to CalorieKings database. Your applications can search and access nutrient information for individual foods. It returns data on energy used, saturated fat, trans Fat, cholesterol, sodium and more. CalorieKing helps people who track their food intake and physical activity.",Reference
"The m3 API accesses the Mydeo media manager. You can upload video and other media, collect viewer statistics and deliver your files over a global CDN. Mydeo facilitates content tagging and integrated reporting.",Video
MashSpots.com is a free service for local search. Click on any location on the map to get the four closest spots of the searched item. The Mashspots API lets you integrate into your website to help users search places around your office or company.,Search
"The FraudLabs IP2Proxy API allows you to detect an anonymous proxy by IP address and enables you to check proxy servers for anonymity. As sophisticated fraudsters can confuse online merchants by sending them a fake IP address through proxy server and bypass IP Geolocation along with their requests, IP2Proxy can give an additional layer of protection. The anonymous proxy server list will be updated every 24 hours by using a proprietary proxy-scanning algorithm.",Security
"Use the MyPW API to quickly integrate hardware-based authentication into your Internet-connected applications. MyPW is a service that authenticates MyPW Tokens. For example, use its auth anywhere that MyPW has been enabled to avoid the problem that password tokens can only be used at one location. Thus, MyPW could become the only password token you will need. Also, MyPW works with Radius Authentication.",Security
"Use the CarJam API to submit a license plate, VIN, or other data and get vehicle facts, history, and checks for vehicles in New Zealand. CarJam is for the New Zealand market and helps motorists get car facts before buying or selling.",Reference
Hakia is a semantic search engine. The API is currently in beta. In order to access the beta you must sign up for an account at http://club.hakia.com/,Search
"The CakeMail API allows you to create and maintain an email marketing list. You can synchronize subscriber lists, automate email sending and more.",Email
"Use the Yahoo Mail Applications API to create apps that extend Yahoo Mail. Part of the Yahoo Application Platform, YAP. Developers can embed a JavaScript application inside an iframe running inside Yahoo Mail. Functionality includes: register callbacks to get notified when messages are dropped onto your app, create new messages with app-generated content, and integrate social data from the Yahoo network using YQL. Developers can also call out to their own or a third party is web services, optionally using OAuth or a Flickr-style signed-call-home for authentication.",Email
"Use the Simple Ad GetMobile API to build apps for the this mobile ad network, called the GetMobile Network. Sign up to obtain docs. Monetization opportunities are available.",Advertising
"Add the power of Contactology email marketing to your app or CRM with API calls to send transactional emails with custom content and check statistics for reader receipts, bounces, opens, click-through rates, and other information. Close the loop with webhooks that update your app with events from Contactology. If you want to integrate the value of email creation, delivery, tracking and reporting with your core product, this industry-leading API comes with wrappers for PHP, Java, Perl, Ruby, Python, .NET.",Email
"HummingBytes Q&A allows you to communicate via Voice, or SMS and allows you to store and later retrieve the communications. Service is fee-based and mostly focused on health care, finance, retail and media.",Telephony
"The Copac SRU Interface allows you to search the collections of materials held in libraries throughout the UK. The API lets you search by title, source, publisher, subject and many more.",Search
"The Right Media Exchange API is a set of web services which enable developers access to Right Media Exchange (RMX) data from their applications. Using the API, you can create and manage advertisers, publishers, insertion orders, line items, campaigns, creatives, pixels, target profiles and others.",Advertising
"one of the largest network-autonomous Internet phone services in Great Britain. The VoIP service allows consumers and business clients to make international calls at no cost and via the basic plan without basic fees or minimum rates. Their integration into commercial software, offering telephony and telephony administration to users directly, is also feasible. Website operators will find callback buttons and phone numbers featuring Click2Dial particularly helpful.",Telephony
"HeyWatch is a professional, powerful, and scalable cloud video encoding software as a service (SaaS). The HeyWatch Core Video Encoding allows users to integrate video encoding services into third-party applications. The video can can be encoded and output into several formats including: HTML5, iOS, Android, WebM, MP4, H.264, or flash video. HeyWatch also offers the Robot API to simplify and automate the use of the Core Video Encoding API.",Video
"Using the FlightXML API, programs can query the FlightAware live flight information and historical datasets. Queries for in-flight aircraft return a set of matching aircraft based on a combination of location, flight or tail number, origin and/or destination airport, aircraft type, and/or a low-to-high range of altitude and/or ground speed, among others. For each matching aircraft, data returned includes the flight or tail number, the aircraft type, origin and destination, time the last position was received, and the longitude, latitude, groundspeed, and altitude of that position. Matching flights' flight tracks can be requested as well. For airports, FlightXML queries can return a list of scheduled flights, flights that have departed, flights that are enroute to the airport, and flights that have arrived at the airport. While supporting full Simple Object Access Protocol (SOAP) and Web Services Description Language (WSDL), FlightXML also supports a simplified query mechanism where the query is coded into a standard HTTP get request.",Travel
"WhatCounts Publicaster Edition is a leading web-based email marketing solution from WhatCounts, offering a full suite of tools to design, execute and track your email marketing communications. Learn how Publicaster can take your email marketing to the next level.",Email
"Upside Wireless Inc. is a leading North American company that specializes in providing global mobile messaging services and applications for consumer and enterprise markets. Upside's flexible two-way SMS platform enables enterprise customers to efficiently connect existing corporate applications to the global text messaging network. For your convenience, we offer three connectivity options: SOAP, HTTP and SMTP.",Telephony
"Research, compare prices, and shop from a wide array of phone products and services.",Telephony
"IntelliContact allows businesses, non-profit organizations, and associations to easily create, send, and track email newsletters, surveys, blogs, autoresponders, and RSS feeds. The IntelliContact API enables advanced users to create applications and plugins that easily and safely interact with IntelliContact. Using the API, an application can perform services in IntelliContact on behalf of any user that has authorized it to do so.",Email
"HopStop is your city transit guide. We provide door-to-door subway and bus directions and maps for New York City. You can also search for places to eat, drink, sleep and see in the City Guide. Use the API to integrate mass-transit and walking directions into your own website.",Transportation
The VoxAPI provides SOAP and REST Web Services enabling Voxbone customers to automate the ordering and configuration of phone numbers and channels. Customers can integrate number ordering and configuration functions with any of their front or back-office applications. Communications between customer applications and Voxbone's API are secured through HTTP basic authentication over SSL.,Telephony
"Put your clients back in the driving seat and let them create and send their own great looking emails in-house. Once you design a template for each client, they can easily add their own content, select their recipients and schedule delivery in their own time. The MailBuild API will allow you or your clients to perform a range of operations on their accounts, including the addition and removal of subscribers to their lists.",Email
"The Windows Live ID Client 1.0 SDK provides a managed API for Windows Live sign-in authentication. Included in the release is a sample application with its source code, so that you can build your own client applications. he Windows Live ID service uses the same functionality as Messenger to cache the user name and/or password for use in subsequent user sign ins. Gain hundreds of millions of potential users of your application.",Security
"Make staying in compliance with the U.S. Federal Trade Commission Do Not Call (DNC) list laws easy and cost effective. StrikeIron Do Not Call List Verification is a proven reliable solution that provides the most accurate and up-to-date information from current DNC databases.Telephone numbers can be instantly checked against U.S. Federal, State, and Direct Marketing Association Do Not Call databases.",Reference
"The FraudLabs Credit Card Fraud Detection Web Service is a hosted, programmable XML Web Service that allows instant detection of fraudulent online credit card order transactions. The user provides FraudLabs online transaction data such as IP address, email address domain name, delivery address, credit card bank identification number (BIN), area code and ZIP code. FraudLabs Web Service analyzes and scores the transaction information. FraudLabs develops, markets and supports a scoring system online for online credit card transactions. The API uses SOAP protocol and responses are formatted in XML. Complete documentation is not publicly available.",Security
"Increase your email deliverability, identify spam traps, as well as enhance email marketing campaign performance and customer relationship management. This cloud-based solution enables you to:Determine in real-time if an email address is valid and deliverable before sending a messageReduce email bounces and delivery failures by 90% or moreMinimize your chances of being flagged as a spammer, as well as save your organization time and resources",Email
"Take your customer service and direct mail campaigns to the next level. Deliver direct mailings and packages on the first try, every time with the North American Address Validation Solution. Our cloud-based solution reduces undeliverable mail and wasted postage by 90% or more. The end-result for your organization is saved time and resources associated with returned mail and packages.",Reference
"Take Marketing and Customer Relationship Management to the next level. When your business includes shipping or transporting materials, you will often need to find the distance between two addresses. Having the most up-to-date, accurate information is vital for forecasting and understanding the costs and benefits of transportation. At StrikeIron we know that such a solution for commercial businesses is essential for growth and as a result created a robust, easy-to-use Address Distance Calculator.",Reference
"JangoMail is the most sophisticated, feature-rich, and easy to use web-based mass emailer for businesses and agencies. You can send and track personalized emails to your customers, potential customers, employees, vendors, and others.",Email
Suite of five API products. ETXML: XML and HTTP based API (REST) ETWS: Web services based API (Beta) ETBatch: Bulk data transfer for large data sets ETScript: Conditional behavior within an email Content Syndication: Inject content from your site or content management system into ExactTarget emails. Note that all developer guides require a customer or partner account for access,Email
"The King County Busses API is a research project from the University of Washington. The service provides up-to-the-minute information about busses in the Seattle area (King County). Data from the service comes from three sources: MyBus application, BusView location service and highway loop sensors from the department of transportation.",Transportation
From their site at [[http://www.cypressgolfsolutions.com Cypress Golf Solutions]]: Website operators in the golf and travel industries are looking for new ways to attract and retain customers while growing their revenues at the same time. Cypress offers the most popular private label tee time reservation engine available and pays higher net commissions than any other provider. Access to the Cypress API so you can design your own custom website page layout and booking process. Our API allows you to maintain total control and tightly integrate our system with yours.,Sports
"Wordtracker provides website keyword searching, research, and analysis. Wordtracker provides keyword data for over 130 territories and 300 million keywords that are updated monthly. The Wordtracker API allows developers to access and integrate the functionality of Wordtracker with other applications. Some example API methods include searching keywords, retrieving details on keywords, and searching by specifying certain parameters about keywords.",Advertising
SmartTravelDeals publishes the best travel deals on the web. We publish current travel offers to worldwide destinations and connect you to the direct booking path.,Travel
"The UrlTrends API gives SEO tools to developers. Access to search engine data including search terms for finding a given url, search metrics, and other tools to research and measure for search engine optimization.",Advertising
"Countries and Time Zones is a simple API that is built off data from countries list and TimeZoneDB. With the API, users can retrieve information including countries, country codes, time zones and zones. The API uses RESTful calls and responses are formatted in XML or JSON.",Reference
"The service provides categorization information for web content at the page level. It represents topical context for content located at a specific URL on a website with the goal of linking ads to relevant content and increasing exposure to users who show an interest in the topic. By targeting contextual classifications at the page level, the service seeks to help advertisers identify individual pages of interest to their prospective customers rather than choosing overall websites, which may cover a range of topics. API methods support submission of a page URL to be classified. The API returns content parameters, including length and time to load, along with up to five contextual channels where the content fits best. The advertiser interested in those channels can then decide which specific pages to target with its promotional messaging.",Reference
GG.com is an online community for horse racing enthusiasts. Tipzone Pro provides professional tipsters with proofing service and collects professional tipster information for GG.com users. The GG.com Tipzone Pro SOAP API allows tipsters to automate their selections.,Sports
"The service provides a number of indicators for the social impact of published works, including traditional scholarly papers but also blog posts and other more casual publications. It is part of a movement for altmetrics intended to indicate affects of an author's publications on a discipline based on statistics like number of times a work is cited by other authors, how often it is downloaded and saved, and the frequency of conversations in social media outlets about the work. Code embedded in the web version of a work updates the service's statistics when that work is accessed, leading to a cumulative measure of its overall popularity and potential influence. API methods begin with embedded identifiers for the work and the namespace where it is published. Methods allow retrieval of cumulative influence statistics, or altmetrics, by combining data about the work from a number of tracking services. Methods also support grouping of related individual works into collections to be tracked as a whole.",Reference
"The service provides services for outbound marketing and promotion campaigns, including mass email and SMS text messaging. Applications can use the services for communication opt-in forms, deliver advertising and manage advertiser relationships, and trigger communications based on user clicks or other selection of keywords. API methods support one-way, outbound SMS messaging with message body and recipient mobile device numbers specified in the request. Methods also support sending poll or survey messages and processing responses from recipients. The API provides functions for advertiser accounts and for managing opt-in and opt-out requests to update communication preferences.",Telephony
"The service provides voice-over-IP (VoIP) telephony with a number of features designed to give low-cost voice communications. Applications can schedule and send mass phone calls to recipient lists and play a message recorded in a file uploaded with the request. Applications can initiate VoIP calls with buttons or other controls on a web page or initiate callback services that reconnect a local call to a remote recipient via inexpensive VoIP connections. API methods support Voice Blast to deliver a recorded voice message to specified recipients, from one or a few to a long list. Methods also support voice call functions initiated by controls embedded in web page HTML. The SetuBilling API supports resellers in developing their own click-to-call solutions. A callback API allows a voice call to a local number to trigger a new call between the same parties, local or remote to one another, via VoIP.",Telephony
"Oxilion is a Dutch company that provides domain registration and web hosting services. They provide an anti-spam service free to customers who register domains through them, but the service can also be bought separately. Oxilion Antispam claims to block more than 98% of spam and viruses. Users get to decide what to do with captured spam. Oxilion Antispam can be integrated with customers' existing websites using a SOAP API. The Oxilion website is provided solely in Dutch.",Email
"TenHands is a video conferencing and collaboration service. TenHands can be integrated with collaboration applications such as Google, DropBox, Box, and LogMeIn. The TenHands API allows developers to access and integrate the functionality of TenHands with other applications. Some example API methods include managing users, managing and listing groups, and creating groups and conferences.",Video
"Schedulr is a JSON web service which can invoke a URL at a scheduled time. In that callback implementation, users can either put the logic to complete the task online or if it's a time consuming one, users can queue it up so that background consumers can finish it.",Telephony
"Myallocator.com is a platform for hotels, hostels, and other lodging companies to update their accommodations and information on many online travel sites. The Myallocator.com API allows developers to access and integrate the functionality of Myallocator.com with other applications and to create new applications. Some example API methods include managing listings, retrieving price and accommodation information, and managing users.",Travel
Flixwagon is a video sharing and social networking platform. Flixwagon allows users to create videos in real time and share them live. The Flixwagon API allows developers to integrate the functionality of Flixwagon with other applications and websites. Public documentation is not available; interested developers should contact solutions@flixwagon.com for API details.,Video
"Applicaster is a platform that helps companies create, customize, and deliver mobile broadcasts to their customers and users. Applicaster offers interactive tools for mobile video and live content. The Applicaster API allows developers to access and integrate the functionality of Applicaster with other applications and to create new applications. Public documentation is not available; interested developers should contact support@applicaster.com for API information.",Video
"Textpresso is an information extraction and processing service for biological literature developed by the California Institute of Technology. Textpresso performs full text literature searches, text classification and mining, and linking of biological entities found in articles to online databases. Textpresso for Neuroscience is a web service that enables users to search the full text of articles and documents for neuroscience information. This service can be accessed programmatically using SOAP calls issued in XML format.",Search
"Pirateplay is a Swedish video streaming service that allows users access to streams of Swedish television (SVT Play, Channel 5 Play, TV3 Play, TV4 play and more) along with a library of useful resources and a downloadable player client for online television services. The API returns listings of supported content providers and lists of streaming URLs and metadata information using GET with returns in either JSON or XML.",Video
"The service provides lookup access to texts from the Judeo-Christian Bible from multiple versions and in various languages. Biblical scholars have access to dozens of versions and translations into many language. Other services provide verses from specific versions in particular languages, but this one seeks to span all available options. API methods support submission of requests specifying the passage desired by book name, chapter, and verse number, with options for version (with King James Version in English as the default). Version parameters also specify the desired language. Returned data include text along with the book, chapter, and verse referenced for up to 500 verses per request.",Search
"The service provides lookup access to an extensive database of video and media content available in varying formats and from different suppliers. Video resource listings are categorized by genre and other content categories and provider along with more technical criteria like file format, image size and quality, and access location. API methods support access to the record for a specific video by unique identifier or to listings by format, genre, decade, recently added or new, and other filtering criteria. Methods also allow search against the database for a character string specified in the request. Methods return descriptions of matching videos with still image, provider, and access URL.",Video
"The service provides access to a number of library resources important to students. A research guide function allows export of topic-specific and course-specific resource lists targeted to a student's registration selections and program affiliations. Additional functions provide lists of library staff with expertise and topical focus relevant to a student's program and details of current status for the student's library account. API methods support generation of RSS feeds for topic-related and course-related research resources, or for library staff with relevant expertise, either matched to a specific student (with authentication) or based on program lists specified in the request. Methods also support access to a student's current library account status information formatted in XML.",Reference
"The service parses and interprets a bibliographic citation submitted and breaks out separate fields such as author name, title, year of publication, publisher, and other descriptive characteristics. It is powered by an open-source application, released under the MIT license, that can be installed locally or accessed as a web service. The XML structure generated defines basic metadata for the resource referenced in the citation, or for multiple citations. API methods accept one or more bibliographic citations as URL strings in common bibliographic formats. Methods return XML identifying author, title, year of publication, publisher, genre, and page count.",Reference
"SearchBox is a text analytics, semantic search, and content intelligence service that transforms raw text into manageable content and that is categorized and searchable. The SearchBox API provides a set of tools including but not limited to, semantic indexing, auto-categorization, suggested/related content, and FT & concept search. The API uses REST calls and require HTTP basic authentication.",Search
ProFit is an online personal training service. Users may design and follow their own training plan and track their process on the ProFit website. Data is recorded for each user so that they can review it whenever they wish. ProFit's functions can be accessed programmatically using a SOAP API. The ProFit website is provided solely in German.,Sports
"CAVAL is an initiative for developing open standards for data interoperability in the travel and tourism industry. The CAVAL specifications consist of a set of XML schemas and WSDL endpoints along with guidelines for deploying RESTful services. Services that CAVAL has already developed using its specifications include the commons booking, hotel booking, transfer booking, destination activity booking, and channel manager services. These services are all accessible using SOAP calls issued in XML format.",Travel
"Laximo AfterMarket is a Russian website that provides information on car components for both the primary and secondary markets. Because it not only allows users to obtain component information, but also to rate the reliability of that information, it forms a rich online resource for professionals who trade in automotive parts. Laximo also offers a searchable catalog of spare parts for sale. Laximo's information and spare parts catalog can be integrated with other websites using the Laximo AfterMarket SOAP API. The website is provided solely in Russian.",Transportation
"Ad-Juster is an online service for consolidating the user's advertising-related services and information in one convenient location. Data can be collected and stored from both local and 3rd party ad servers, covering the full rage of advertising methods. Ad-Juster was designed for integration with other systems and services using a SOAP API. Access to the API documentation requires either sign-up or an email to the provider.",Advertising
"Pro6PP is a postcode database provided by d-centralize, a Dutch software company. A collection of SOAP-based calls enable users to find nearby postcodes, get auto-complete suggestions for place names or streets, and suggest new data offerings for the database. Services still in beta enable reverse geocoding and downloading of the entire database. The d-centralize website is provided primarily in Dutch with some parts available in English.",Reference
"Smotri.com is a streaming video site that allows users to upload video files. The Smotri.com API provides a RESTful interface for uploading or downloading videos, searching for files, authenticating users, pulling lists of related videos, or accessing video metadata. Results are returned in JSON or XML format.",Video
"The Anime News Network (ANN) is a news hub for information concerning magna and anime. Founded in 1998, it is now one of the largest, online English hubs for all things anime and magna. Content includes: forums, videos, encyclopedia, news feeds, press releases and more. The API allows access to the ANN encyclopedia two ways: basic reports and more detailed results. You can build a basic database for your third party app using the Reports portion, or you can include more complete information by using the Details part of the API, which also includes the ability to batch results (caching is encouraged). Returns from the API are formatted in XML. You must reference ANN in any public website that utilizes the API.",Reference
"Hampton Roads Transit is a regional transportation system, providing bus, light rail, and ferry services for Hampton Roads Virginia. The Hampton Roads Transit API provides programmatic access to real-time bus data. Available calls include bus routes, current bus locations, and more. The API is able to return data on the entire system, or on a specified route.",Transportation
"Transperth is the public transport services provider for the greater Perth area. The Perth Transit API provides unofficial read-only access to the Transperth data, including information on bus times, bus stops, and smart rider accounts. Data is returned in JSON format.",Transportation
Carmasys provides an engine monitoring system that can be installed into a users vehicle. This collects engine data as the user drives and stores it for later analysis. The Carmalink API allows users to build collected data into applications. The API uses REST calls and uses SSL for security.,Transportation
"Netregistry's reseller program allows you the ability to expand web services (web hosting, domain names and more) to your clients at wholesale prices reduced up to 30% from Netregistry's retail. Technical support is available 24/7 through TPP Wholesale. Netregistry has created an API for resellers wanting direct access to their Account level or Domain level console via their own methods, rather than using the Netregistry console page. The SOAP-based API allows resellers to access, directly, their account or domain level console independent of the Netregistry console's page. Users can check financial statistics (order status, account balance), update name servers and WHOIS information, submit transfer and registration requests, and change domain authorization codes.",Security
"Servertastic Limited has a reseller program for SSL certificates. The program uses a points system as credit to make purchases. The more points you purchase up front, the lower the price. Yearly plans are also available. Servertastic tries to be as inconspicuous as possible with no emails containing branded materials. Resellers can place orders in the web interface or through the API. The Servertastic API is built for developers or resellers and utilizes GET requests for placement, management and oversight of orders. Using the API, clients can place automated orders for their customers. Data defaults to XML but can also be returned in JSON.",Security
"The service provides recommendations for resources of interest to a user based on selections that previous users have made. It links resources and generates recommendations based on circulation data collected over 10 years beginning in 2001 by John Rylands Library at the University of Manchester in the U.K. API methods support submission of a query containing an identifier for a resource of interest, either ISBN or a local workID value, along with a numerical threshold for the number of users who have accessed a pair of resources. Returned data provide links to records for up to 40 resources accessed in combination with the resource of interest.",Reference
"Google's Ad Exchange supports diverse ad buyer business models by providing multiple ways to access and buy impressions. Users can set up and manage campaigns, automate actions, bid for inventory in real time and automate real time bidding. The Ad Exchange Seller REST API allows developers to get reports on Ad Exchange earnings and manage Ad Exchange inventory. With the API users can retrieve existing ad clients, ad units, URL channels, and custom channels and obtain reports and their account's performance. The API uses RESTful calls and responses are formatted in JSON.",Advertising
"Houston Metro is Houston's transit system. The Houston Metro API allows developers to access and integrate the information and data about Houston Metro routes with other applications and to create new applications. Some example API methods include retrieving lists of routes, listing route directions, and retrieving transit stops and timetables.",Transportation
"HaleyMarketing's HaleyMail service provides email, print and web marketing in an easy to use platform. HaileyMail functions as a virtual sales rep for your company: HaleyMarketing provides all the content: newsletters, eCards, promotional emails and articles written by a trained staff. HaleyMail sends all the materials out on your behalf and manages and tracks the results. Available in various packages, you can contact HaleyMarketing for an estimate to see which package fits your company's needs. The HaleyMail API allows you to extract data from and input data into the HaleyMail platform . If you're planning on developing, you need to contact a HaleyMarketing client for an API Key. The API utilizes a REST protocol with a JSON response data format.",Advertising
"YippieMove is an email migration service that allows users and organizations to change email servers and email providers in batches. The YippieMove API allows developers to access and integrate the functionality of YippieMove with other applications. Some example API methods include managing user accounts, managing moves and migrations, and accessing provider and price information.",Email
"Email Center Pro is an email management service for customer service teams. Because it is entirely web-based, employees can log-in and work from anywhere. The service provides a variety of useful features including the ability to save answers to FAQs as one-click templates, link email conversations with cases in a bug tracking system, measure email traffic both in and out of the system, and view a complete record of every action taken on any email. Email Center Pro also provides services for managing employees. Administrators can add new employees, assign permissions, assign emails to specific employees, and keep track of each individual's workload and response times. A spam filter comes already in place, and the intensity of the screening can be adjusted. Many of Email Center Pro's features are accessible using a RESTful interface.",Email
"The service from the National Renewable Energy Laboratory (NREL) provides a repository of standardized data about features commonly found in buildings. It service the needs of architects, designers, and construction personnel to create models of building energy use over time. Data for individual building components describe energy performance characteristics of windows, doors, walls, etc. matched to weather information. API methods support search for specific building components either by type or keyword. Returned data provides descriptive facets to help narrow a search. Methods allow download of performance profiles for selected components for incorporation in an energy model for a building as a whole.",Search
"The service provides a hosted platform for voice-over-IP (VoIP) telephone communications. It interacts with network hardware like private branch exchange (PBX) devices to route telephony traffic using inexpensive internet protocol connections while preserving call quality and flexible, scalable configurations. API methods support designation of calling groups and devices within a network along with device configuration and routing of calls. Methods manage descriptive information such as recipient description, calling number, time of call, etc. Methods also support designation of availability to receive calls, reasons for unavailability, and handling of voice mail messages.",Telephony
"OMG (Object Management Group) is an international, open-membership consortium that develops and maintains computer industry standards and specifications. Their website hosts an extensive list of specifications, many of which can be accessed programmatically using SOAP calls. OMG uses an international, community-driven process to define requirements and develop specifications. This process involves end-users, vendors, academics, and government agencies. Specifications are made available commercially in hopes that they will gain the support of a wide swath of the industry and become de facto standards. OMG's relationships with national and international accredited standards bodies means that many of their standards become officially recognized.",Reference
"Atmail offers an email, calendar, contacts, and communication service. The linux based service can integrate with Outlook and other mail services and offers advanced messaging and collaboration features. The Atmail API facilitates adding, modifying, deleting user accounts, domains, admins and more from the Atmail service. The service uses REST protocols and will return XML and JSON.",Email
"DailyCred is an API that lets developers add social user accounts to their website or apps. User logins across various social accounts are merged into a single user account with which to identify users. With DailyCred, developers can reset passwords, monitor events, delete and create accounts and access user analytics. Responses are formatted in JSON.",Security
"RunSignUp is a service for runners and race directors, providing race website creation, runner registration support, and more. The RunSignUp API provides a RESTful interface for developers to integrate 3rd party applications and services such as timing, results, and participant management functions.",Sports
"SolarGIS is a geographic information system designed to meet the needs of the solar energy industry. It integrates solar resource information and meteorological data with tools for planning and monitoring the performance of solar energy systems. SolarGIS data covers most of the globe, but does not yet cover Canada, the United States, Japan, parts of Australia, and a few other regions. SolarGIS is trying to achieve global coverage by the end of 2012. To provide clients with additional means of accessing their tools and data, SolarGIS has developed the Data Delivery and PV Planner Calculate APIs. The Data Delivery API retrieves the most recent data from the SolarGIS database and calculates the electrical output of a PV (photovoltaic) system. The PV Planner Calculate API is a simulation tool for the planning and optimization of PV systems.",Reference
